timestamp,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
9/29/2021,14.15,14.5499,13.81,13.86,13.86,300807,0,1
9/28/2021,14.58,14.6566,13.85,14.21,14.21,345086,0,1
9/27/2021,14.88,15.3,14.3217,14.74,14.74,385456,0,1
9/24/2021,15.29,15.48,14.25,14.77,14.77,951345,0,1
9/23/2021,15.7,16.19,15.29,15.38,15.38,860260,0,1
9/22/2021,15.88,16.4882,15.5001,15.7,15.7,773440,0,1
9/21/2021,15.9088,16.31,15.58,15.74,15.74,297831,0,1
9/20/2021,16.69,16.78,15.2,15.81,15.81,772566,0,1
9/17/2021,16.83,17.4,16.67,16.97,16.97,801032,0,1
9/16/2021,17.18,17.74,16.63,16.78,16.78,429216,0,1
9/15/2021,17.0183,17.76,16.756,17.2,17.2,457568,0,1
9/14/2021,18.26,18.4159,17.08,17.3,17.3,529078,0,1
9/13/2021,17.7,19.25,17.28,18.62,18.62,1156639,0,1
9/10/2021,17.9,17.94,17.28,17.37,17.37,233560,0,1
9/9/2021,17.78,18.16,17.48,17.69,17.69,274051,0,1
9/8/2021,18.11,18.16,17.2707,17.8,17.8,567522,0,1
9/7/2021,18.22,18.8534,17.9,18.02,18.02,460377,0,1
9/3/2021,18.85,19.14,18.06,18.23,18.23,575364,0,1
9/2/2021,19.5,20.4,18.64,18.87,18.87,1107087,0,1
9/1/2021,19.68,20.4699,19.06,19.52,19.52,1376009,0,1
8/31/2021,18.4489,20.15,17.8,19.48,19.48,1348009,0,1
8/30/2021,20.47,20.53,17.7,18.15,18.15,1189440,0,1
8/27/2021,17.1079,21.22,16.7,19.05,19.05,3308547,0,1
8/26/2021,17.43,17.89,16.77,16.89,16.89,299535,0,1
8/25/2021,18.11,18.3499,17.08,17.45,17.45,637969,0,1
8/24/2021,17.2,19.55,16.89,18.34,18.34,1287343,0,1
8/23/2021,17,17.2804,16.26,16.95,16.95,435859,0,1
8/20/2021,17,17.5299,16.55,16.94,16.94,412585,0,1
8/19/2021,16.74,17.1699,16.17,16.57,16.57,362286,0,1
8/18/2021,17.06,18.0786,16.6,17.41,17.41,504967,0,1
8/17/2021,17.6,17.67,16.34,16.97,16.97,493269,0,1
8/16/2021,18.28,18.68,17.33,17.69,17.69,438202,0,1
8/13/2021,20,20.15,18.2601,18.36,18.36,471167,0,1
8/12/2021,19.31,19.8915,18.78,19.87,19.87,293849,0,1
8/11/2021,20.2,20.25,18.75,19.42,19.42,683205,0,1
8/10/2021,20.21,22.2,19.7,20.08,20.08,1374387,0,1
8/9/2021,20,21.6,19.75,20.26,20.26,2518629,0,1
8/6/2021,19.9505,20.79,18.63,20.02,20.02,2121897,0,1
8/5/2021,16.9,24.04,16.61,20.33,20.33,6307859,0,1
8/4/2021,18.09,18.8975,16.6,16.61,16.61,884265,0,1
8/3/2021,18.3106,18.43,17.26,18.1,18.1,729304,0,1
8/2/2021,17.38,19.12,16.5,18.42,18.42,3052312,0,1
7/30/2021,20.26,20.7,16.74,17.2,17.2,4535115,0,1
7/29/2021,20.005,23.89,20,20.16,20.16,3573805,0,1
